"n_grp","start","end","text","video_id","suffix"
216,572,574.79,"l'heure, c'est-à-dire 1, la question de la politique d'immigration, 2, la","QA84_nDOREk","bfm"
217,574.79,576.24,"question des fichiers sur le sol","QA84_nDOREk","bfm"
218,576.24,579.47,"français, 3, la question de la politique de la nationalité.","QA84_nDOREk","bfm"
219,579.47,582.36,"Les tensions agricoles sur le terrain.","QA84_nDOREk","bfm"
220,582.36,586.19,"La ministre de l'agriculture Annie Jeanevar est attendue ce matin à","QA84_nDOREk","bfm"
221,586.19,588.04,"Toulouse et dans le Sud-Ouest qui est","QA84_nDOREk","bfm"
222,588.04,591.47,"vraiment le cœur aussi de la contestation aujourd'hui avec une","QA84_nDOREk","bfm"
223,591.47,593.16,"question la le monde agricole est","QA84_nDOREk","bfm"
224,593.16,596.91,"lui-même d'ailleurs divisé. Faut-il vacciner ? Faut-il abattre un troupeau","QA84_nDOREk","bfm"
225,596.91,599.36,"entier lorsqu'une BT est malade ? Quelle","QA84_nDOREk","bfm"
226,599.36,603.15,"est votre position aujourd'hui Marian Maréchal ? Alors déjà, faut comprendre","QA84_nDOREk","bfm"
227,603.15,605.48,"que comment dire cette crise agricole","QA84_nDOREk","bfm"
228,605.48,608.11,"qui devient maintenant annuelle d'ailleurs parce que chaque chaque année","QA84_nDOREk","bfm"
229,608.11,609.76,"nous avons des grandes contestations et","QA84_nDOREk","bfm"
230,609.76,613.31,"souvent d'ailleurs bien légitime s'inscrit dans une région qui a","QA84_nDOREk","bfm"
231,613.31,614.519,"particulièrement souffert ces derniers","QA84_nDOREk","bfm"
232,614.519,617.829,"mois parce que l'Occitanie a eu en cumulé les sujet de la crise climatique","QA84_nDOREk","bfm"
233,617.829,619.279,"le sujet de la crise vidicole avec les","QA84_nDOREk","bfm"
234,619.279,621.79,"droits de douanes américains. Je rappelle que cette semaine nous traitons","QA84_nDOREk","bfm"
235,621.79,623.16,"le sujet du traité de libre échange avec","QA84_nDOREk","bfm"
236,623.16,628.87,"le merc d'abord sur cette question immédiate. vaccine, on vaccine pas on je","QA84_nDOREk","bfm"
237,628.87,629.92,"pose le contexte général parce que ça me","QA84_nDOREk","bfm"
238,629.92,633.67,"semble important sur la question de fond qui est la question du de la procédure","QA84_nDOREk","bfm"
239,633.67,635.36,"finalement ou du processus sanitaire.","QA84_nDOREk","bfm"
240,635.36,637.79,"Moi je suis pas vétérinaire et je suis pas épidémiologique, vous l'avez bien","QA84_nDOREk","bfm"
241,637.79,639.24,"compris. Donc je suis pas en mesure de","QA84_nDOREk","bfm"
242,639.24,643.23,"vous dire quelle est aujourd'hui la procédure la plus la plus légitime ou la","QA84_nDOREk","bfm"
243,643.23,646.2,"plus efficace. Évidemment que si il","QA84_nDOREk","bfm"
244,646.2,650.71,"existe une procédure euh assouplie qui permet d'éviter l'abattage de troupeau","QA84_nDOREk","bfm"
245,650.71,651.839,"entiers, j'espère d'ailleurs que le","QA84_nDOREk","bfm"
246,651.839,655.269,"gouvernement se penche sur cette option et qu'elle est efficace, j'espère","QA84_nDOREk","bfm"
247,655.269,656.399,"qu'elle pourra être prise en compte.","QA84_nDOREk","bfm"
248,656.399,658.629,"Maintenant, ce qui est sûr, c'est que c'est une maladie qui peut avoir des","QA84_nDOREk","bfm"
249,658.629,660,"impacts très lourds, hein, à la fois en","QA84_nDOREk","bfm"
250,660,662.629,"terme de mortalité sur notre chaptel de 12 millions de beauvins, mais aussi en","QA84_nDOREk","bfm"
251,662.629,664.639,"terme de productivité qui a la menace de","QA84_nDOREk","bfm"
252,664.639,667.829,"la baisse du prix, qui a la menace du risque de blocage des importations des","QA84_nDOREk","bfm"
253,667.829,669.36,"exportations pardon. Donc, il faut","QA84_nDOREk","bfm"
254,669.36,672.23,"prendre ce sujet à bras le corps. Euh moi, ce qui m'ennuie, si vous voulez,","QA84_nDOREk","bfm"
255,672.23,673.839,"c'est la méthode gouvernementale.","QA84_nDOREk","bfm"
256,673.839,677.03,"C'est-à-dire que cette maladie, elle est apparue sur le sol français en juin. Une","QA84_nDOREk","bfm"
257,677.03,678.24,"fois de plus, on a eu un retard à","QA84_nDOREk","bfm"
258,678.24,681.949,"l'allumage euh extrêmement long sur la question de la vaccination. là où il","QA84_nDOREk","bfm"
259,681.949,683.68,"faudrait de l'empathie, de la pédagogie,","QA84_nDOREk","bfm"
260,683.68,687.99,"du dialogue. On a eu un gouvernement qui ne s'est pas adressé aux agriculteurs,","QA84_nDOREk","bfm"
261,687.99,689.079,"qui ne s'est pas appuyé sur les","QA84_nDOREk","bfm"
262,689.079,691.71,"vétérinaires qui font partie souvent de la famille dans les dans les fer","QA84_nDOREk","bfm"
263,691.71,693.12,"vétérinaires. Les vétérinaires souvent","QA84_nDOREk","bfm"
264,693.12,697.069,"et on l'a entendu notamment sur les les reportages ce matin sur AMC BFM TV, ils","QA84_nDOREk","bfm"
265,697.069,698.839,"sont dans une douleur extrême aussi","QA84_nDOREk","bfm"
266,698.839,704.43,"aujourd'hui parce qu'ils disent devoir poser ce geste d'euthanasier les bêtes,","QA84_nDOREk","bfm"
267,704.43,707.839,"ne pas être compris par les les éleveurs","QA84_nDOREk","bfm"
268,707.839,711.629,"alors que disent-ils ils le font pour protéger les éleveurs. Mais évidemment","QA84_nDOREk","bfm"
269,711.629,712.68,"parce que quand on abat bêtes,","QA84_nDOREk","bfm"
270,712.68,715.19,"d'ailleurs on bat pas seulement des bêtes auxquelles ils tiennent, on abat","QA84_nDOREk","bfm"
271,715.19,717.56,"aussi des décennies de de travail","QA84_nDOREk","bfm"
272,717.56,720.71,"familiaux de sélection génétique. Donc c'est un drame absolu. Et ce que je veux","QA84_nDOREk","bfm"
273,720.71,722.48,"dire, c'est que face à une procession, à","QA84_nDOREk","bfm"
274,722.48,726.069,"une profession pardon qui est déjà dans la douleur et dans le désespoir, une","QA84_nDOREk","bfm"
275,726.069,727.519,"méthode gouvernementale qui consiste","QA84_nDOREk","bfm"
276,727.519,731.23,"finalement à être absent pendant des mois, à ne pas mettre de dialogue, à ne","QA84_nDOREk","bfm"
277,731.23,732.68,"pas mettre comment dire d'information,","QA84_nDOREk","bfm"
278,732.68,736.509,"de pédagogie et d'un coup arriver avec les hélicoptères et les sentors de","QA84_nDOREk","bfm"
279,736.509,738.199,"manière quand même extrêmement violente,","QA84_nDOREk","bfm"
280,738.199,742.23,"disons-le. Marchal, mais d'un côté vous dites il","QA84_nDOREk","bfm"
281,742.23,743.92,"faut respecter en quelque sorte l'ordre","QA84_nDOREk","bfm"
282,743.92,748.59,"et la loi. La décision a été prise du point de vue sanitaire qu'en cas de bête","QA84_nDOREk","bfm"
283,748.59,751.32,"malade, il fallait abattre le troupeau.","QA84_nDOREk","bfm"
284,751.32,753.99,"Soit on remet en cause cette décision là. Je dis que les choses","QA84_nDOREk","bfm"
285,753.99,755.32,"si on doit l'appliquer, il faut bien la","QA84_nDOREk","bfm"
286,755.32,756.829,"faire appliquer. Je dis que les choses n'ont pas été","QA84_nDOREk","bfm"
287,756.829,758,"faites dans le bon ordre, voilà. et avec","QA84_nDOREk","bfm"
288,758,760.269,"la bonne méthode. Et c'est vrai que beaucoup de Français se disent quand on","QA84_nDOREk","bfm"
289,760.269,762.079,"voit aujourd'hui l'absence de l'État","QA84_nDOREk","bfm"
290,762.079,766.189,"faire respecter la loi face à la des mafia et quand on voit le le comment","QA84_nDOREk","bfm"
291,766.189,768.12,"dire la force de frappe qui est envoyée","QA84_nDOREk","bfm"
292,768.12,770.79,"face aux agriculteurs qui est une profession en souffrance. Oui, ça","QA84_nDOREk","bfm"
293,770.79,773.839,"interroge et ça fait mal au cœur.","QA84_nDOREk","bfm"
294,773.839,777.11,"Faible avec les for de fait indéablement quand on voit très régulièrement même","QA84_nDOREk","bfm"
295,777.11,778.36,"dans le monde agricole d'ailleurs que ce","QA84_nDOREk","bfm"
296,778.36,781.79,"soit euh les cambriolages, le vol de matériel agricole, le sacage des","QA84_nDOREk","bfm"
297,781.79,783.72,"cultures avec des rodéos quand on voit","QA84_nDOREk","bfm"
298,783.72,787.11,"des occupations illégales de terrain euh agricoles dans lequel l'État","QA84_nDOREk","bfm"
299,787.11,788.16,"n'intervient pas et sont les","QA84_nDOREk","bfm"
300,788.16,791.55,"agriculteurs eux-mêmes qui sont obligés de d'intervenir avec leurs tracteurs","QA84_nDOREk","bfm"
301,791.55,793.16,"pour faire respecter leur terrain et","QA84_nDOREk","bfm"
302,793.16,796.509,"qu'on voit que bah face à cela là en effet il y a des moyens considérables","QA84_nDOREk","bfm"
303,796.509,797.88,"qui sont mis en place. Une fois de plus,","QA84_nDOREk","bfm"
304,797.88,801.509,"moi je vais pas sur le fond, je je veux pas jouer au médecin. Voilà, je je je","QA84_nDOREk","bfm"
305,801.509,802.519,"suis pas en mesure de vous dire ""Oui,","QA84_nDOREk","bfm"
306,802.519,804.79,"aujourd'hui, il faut vacciner, faut pasciner, faut tuer, faut pas tuer.""","QA84_nDOREk","bfm"
307,804.79,806.24,"C'est euh d'une certaine manière ça, je","QA84_nDOREk","bfm"
308,806.24,809.67,"m'en remets à à la science pour le coup. Euh et évidemment que j'aimerais qu'il y","QA84_nDOREk","bfm"
309,809.67,810.68,"ait des solutions alternatives qui","QA84_nDOREk","bfm"
310,810.68,813.35,"soient moins brutales. S'il n'y en a pas, bon bah malheureusement, il faudra","QA84_nDOREk","bfm"
311,813.35,814.76,"s'y résigner parce qu'il y a un vrai","QA84_nDOREk","bfm"
312,814.76,818.03,"enjeu pour l'ensemble de la filière. Mais c'est vrai qu'une fois de plus,","QA84_nDOREk","bfm"
313,818.03,818.92,"est-ce que quand j'entends des","QA84_nDOREk","bfm"
314,818.92,822.03,"agriculteurs témoigner et dire ""On a contacté le gouvernement, on n' pas eu","QA84_nDOREk","bfm"
315,822.03,823.72,"de réponse, est-ce que ça apparaît","QA84_nDOREk","bfm"
316,823.72,827.75,"normal là où il faudrait justement de la pédagogie pour expliquer l'enjeu pour","QA84_nDOREk","bfm"
317,827.75,829.199,"l'ensemble de notre filière et une fois","QA84_nDOREk","bfm"
318,829.199,832.31,"de plus une énergie d'un gouvernement qui n'est pas mis là et qui n'est pas","QA84_nDOREk","bfm"
319,832.31,834.399,"mis non plus sur le blocage"". Je qui","QA84_nDOREk","bfm"
320,834.399,837.55,"sera sur place tout à l'heure dit à l'instant qu'elle est ouverte, je cite,","QA84_nDOREk","bfm"
321,837.55,840.44,"à la suspension si nécessaire de la","QA84_nDOREk","bfm"
322,840.44,844.189,"procédure de lutte contre l' dermatose. Ça veut dire que donc éventuellement ne","QA84_nDOREk","bfm"
323,844.189,846.399,"pas abattre vacciner ou vacciner","QA84_nDOREk","bfm"
324,846.399,849.47,"davantage. Tant mieux si justement sont mis sur la table des solutions","QA84_nDOREk","bfm"
325,849.47,850.48,"alternatives. Est-ce qu'il peut y avoir","QA84_nDOREk","bfm"
326,850.48,855.069,"des solutions justement de confinement à minima temporaire pour endiguer le","QA84_nDOREk","bfm"
327,855.069,856.079,"développement de cette maladie ? Tant","QA84_nDOREk","bfm"
328,856.079,858.47,"mieux, mais une fois de plus, pourquoi s'est mis si tardivement sur la table ?","QA84_nDOREk","bfm"
329,858.47,859.88,"Et j'aimerais qu'Anvin Junevar soit","QA84_nDOREk","bfm"
330,859.88,865.389,"aussi comment dire impliqué sur ce sujet du Mercosour dans été très absent","QA84_nDOREk","bfm"
331,865.389,865.839,"pendant des mois","QA84_nDOREk","bfm"
332,865.839,869.829,"sur le Mercosur à la fois du côté de Matignon","QA84_nDOREk","bfm"
333,869.829,871.399,"alors qu'un sommet donc du Mercossur est","QA84_nDOREk","bfm"
334,871.399,877.749,"annoncé pour le 20 décembre jeudi enfin le le 20 décembre pardon","QA84_nDOREk","bfm"
335,877.749,879.56,"mais avec notamment une réunion ce","QA84_nDOREk","bfm"
336,879.56,883.389,"jeudi. Matignon dit, je cite, il est clair dans ce contexte que les","QA84_nDOREk","bfm"
337,883.389,884.839,"conditions ne sont pas réunies pour","QA84_nDOREk","bfm"
338,884.839,888.71,"qu'un pour un quelconque vote des États sur une autorisation de signature de","QA84_nDOREk","bfm"
339,888.71,890.36,"l'accord. Et hier soir, l'Élysée fait","QA84_nDOREk","bfm"
340,890.36,893.55,"savoir qu'Emmanuel Macron a déclaré à ses homologues de l'Union européenne que","QA84_nDOREk","bfm"
341,893.55,894.92,"je cite le compte n'y est pas pour","QA84_nDOREk","bfm"
342,894.92,898.15,"protéger les agriculteurs français. Il demande donc à la présidente de la","QA84_nDOREk","bfm"
343,898.15,899.8,"Commission européenne un report de","QA84_nDOREk","bfm"
344,899.8,902.35,"l'examen de l'accord. Non mais j'ai franchement je suis désolé de vous le","QA84_nDOREk","bfm"
345,902.35,903.32,"dire mais j'ai l'impression qu'Emmanuel","QA84_nDOREk","bfm"
346,903.32,906.389,"Macron se moque des Français quoi. Parce que en fait en en 3 ans on a eu quatre","QA84_nDOREk","bfm"
347,906.389,907.8,"positions différentes. Il y a encore","QA84_nDOREk","bfm"
348,907.8,910.829,"quelques mois on avait le président qui a expliqué que il se félicitait de cet","QA84_nDOREk","bfm"
349,910.829,912.56,"accord lorsqu'il se rendait au Brésil.","QA84_nDOREk","bfm"
350,912.56,915.629,"Qu'a-t-il fait depuis des mois pour tenter d'obtenir une minorité de blocage","QA84_nDOREk","bfm"
351,915.629,917.12,"avec un certain nombre de pays au","QA84_nDOREk","bfm"
352,917.12,919.55,"Conseil européens qui eux-mêmes étaient opposés à cet accord. Je pense à la","QA84_nDOREk","bfm"
353,919.55,920.92,"Pologne, je pense à l'Italie, je pense à","QA84_nDOREk","bfm"
354,920.92,924.269,"l'Irlande. Rien n'a été fait et la semaine même de l'accord, il se réveille","QA84_nDOREk","bfm"
355,924.269,925.399,"pour expliquer que finalement ça n'est","QA84_nDOREk","bfm"
356,925.399,928.99,"pas acceptable. Oui, évidemment ça n'est pas acceptable. Euh je rappelle que on","QA84_nDOREk","bfm"
357,928.99,932.04,"va importer euh euh quasiment 100000","QA84_nDOREk","bfm"
358,932.04,935.269,"tonnes de bœufs supplémentaires auxquels s'ajoutent les 200000 importations que","QA84_nDOREk","bfm"
359,935.269,937.319,"nous avons déjà dans un contexte où en","QA84_nDOREk","bfm"
360,937.319,941.069,"2025 pour la première fois depuis 50 ans, euh probablement notre balance","QA84_nDOREk","bfm"
361,941.069,943.959,"commerciale agricole va être déficit.","QA84_nDOREk","bfm"
362,943.959,947.749,"Nous n'avons jamais été autant dépendants des importations agricoles","QA84_nDOREk","bfm"
363,947.749,949.519,"étrangères. Je vais pas m'étendre, on en","QA84_nDOREk","bfm"
364,949.519,952.87,"a largement parlé sur la situation désespoir aujourd'hui réglementaire,","QA84_nDOREk","bfm"
365,952.87,955.04,"fiscale, sociale de nos agriculteurs.","QA84_nDOREk","bfm"
366,955.04,959.03,"Donc je veux dire aujourd'hui ajouter à cela la concurrence de pays qui ne","QA84_nDOREk","bfm"
367,959.03,961.16,"respecteront pas de fait les normes","QA84_nDOREk","bfm"
368,961.16,964.71,"sanitaires extrêmement dures que nous imposons à nos agriculteurs, c'est se","QA84_nDOREk","bfm"
369,964.71,966.279,"moquer du monde. Et comme à chaque fois","QA84_nDOREk","bfm"
370,966.279,969.03,"c'était vrai pour le CTA avec le Canada, c'était vrai pour la Nouvelle-Zélande,","QA84_nDOREk","bfm"
371,969.03,970.199,"on nous fait des promesses qui ne sont","QA84_nDOREk","bfm"
372,970.199,972.03,"jamais tenues en terme est-ce que vous y croyez là ? Est-ce que","QA84_nDOREk","bfm"
373,972.03,976,"vous pensez en effet que le traité du","QA84_nDOREk","bfm"
374,976,979.71,"mercure va être suspendu, que l'examen de du traité va être suspendu ?","QA84_nDOREk","bfm"
375,979.71,980.759,"Bah écoutez, en tout cas, nous au","QA84_nDOREk","bfm"
376,980.759,983.99,"Parlement européen, nous allons tout faire pour faire en sorte de durcir au","QA84_nDOREk","bfm"
377,983.99,986.079,"maximum les fameuses conditions de","QA84_nDOREk","bfm"
378,986.079,989.309,"réciprocité, de clause de sauvegarde, même si moi pour moi, c'est je préférais","QA84_nDOREk","bfm"
379,989.309,990.88,"qu'il soit totalement suspendu pour","QA84_nDOREk","bfm"
380,990.88,994.629,"essayer de mettre dans la balance, comment dire, de ces négociations des","QA84_nDOREk","bfm"
381,994.629,995.72,"contrôles qui soient beaucoup plus","QA84_nDOREk","bfm"
382,995.72,998.79,"importants et qui je l'espère du coup remettrai en cause la signature de","QA84_nDOREk","bfm"
383,998.79,999.92,"l'accord. Mais je suis pas très","QA84_nDOREk","bfm"
384,999.92,1002.309,"optimiste si vous voulez parce qu'une fois de plus Emmanuel Macron se réveille","QA84_nDOREk","bfm"
385,1002.309,1003.56,"à la dernière minute et tout a été","QA84_nDOREk","bfm"
386,1003.56,1005.749,"avancé depuis des années et des années. Vous le disiez à l'instant Marion","QA84_nDOREk","bfm"
387,1005.749,1007.319,"Maréchal, vous êtes député européenne,","QA84_nDOREk","bfm"
388,1007.319,1011.11,"vous êtes aussi, je cite, présidente du parti identité liberté. Alors évidemment","QA84_nDOREk","bfm"
389,1011.11,1014.12,"euh je vous je vous présente comme tel","QA84_nDOREk","bfm"
390,1014.12,1018.47,"puisque c'est officiellement votre titre, mais ce parti, vous êtes combien","QA84_nDOREk","bfm"
391,1018.47,1020.16,"? Comment ça vous êtes à combien","QA84_nDOREk","bfm"
392,1020.16,1023.71,"d'adhérents voulais dire ? Écoutez, on est à peu près 10000 adhérents. Nous","QA84_nDOREk","bfm"
393,1023.71,1025.48,"avons trois députés à l'Assemblée","QA84_nDOREk","bfm"
394,1025.48,1029.27,"nationale, quatre députés au Parlement européen qui siègent en effet dans un","QA84_nDOREk","bfm"
395,1029.27,1030.919,"grand groupe européen parmi lesquels on","QA84_nDOREk","bfm"
396,1030.919,1034.15,"retrouve les Italiens de Fratelli d'Italia et Georgia qui est notre lien","QA84_nDOREk","bfm"
397,1034.15,1036.28,"avec les autres partis avec le RN avec","QA84_nDOREk","bfm"
398,1036.28,1040.829,"Reconquête avec le le parti d'Éric Si vous vous c'est comment vous vous situez","QA84_nDOREk","bfm"
399,1040.829,1041.079,"là ?","QA84_nDOREk","bfm"
